"LOCTN
TYPE","LOCATION
NAME","LCTN
PRTY","LOCATION
MONITOR","STANDARD
ACTION","ACTION
DETAILS","ACTION
STATUS",FREQ,"ACTN
PRTY","PRIMARY
AGENT","ADDITIONAL
AGENTS",YEAR,RESULT,"RESULT
DETAILS",
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,One-off: In progress,One-off event,H,DSE South West Region,,2004/2005,PARTIALLY COMPLETED,Tile survey grids established at or near most historical records.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,One-off: In progress,One-off event,H,DSE South West Region,,2005/2006,COMPLETED,Surveys of all historical D. impar localities within Cluster 3b were undertaken with the grids monitored three times in 2005/06. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,COMPLETED,Surveys of historical D. impar localities within Cluster 3b were undertaken with the grids monitored three times in 2006/07. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,COMPLETED,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2008/2009,COMPLETED,Surveys of potential D. impar habitat at 96 sites across Cluster 3b were undertaken during spring. ,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2010/2011,COMPLETED,Surveys of all historical D. impar localities within Cluster 3b have been undertaken using the standard grid survey methodology. All grids were monitored at least three times this field season. D. impar was not detected at any new locations in 2010/11.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2011/2012,COMPLETED,Surveys of all historical D. impar localities within Cluster 3b have undertaken using the standard grid survey methodology in 2011/12.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,Surveys of all historical D. impar localities within Cluster 3b have been undertaken using the standard grid survey methodology in 2012/13.,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to confirm existing records,Undertake surveys of all historical D. impar localities within Cluster 3b. Surveys undertaken by establishing tile survey grids at or close to each historical locality.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Adhoc,"Cluster 3b - East Volcanic Plains, Western Victoria",H,Garry Peterson,Conduct survey to locate additional populations,Undertake surveys of potential D. impar habitat at 96 sites across Cluster 3b. Surveys undertaken by establishing tile survey grids at each of the 96 sites.,One-off: In progress,One-off event,H,DSE South West Region,,2004/2005,COMPLETED,96 grids have been established in potential D. impar habitat.,
